timestamp,prediction,confidence,processing_time,hour,minute,day_of_week,is_fake,high_confidence,slow_processing
2025-08-17 21:35:43.502823,real,0.5058231334757436,0.026541225586361062,21,35,Sunday,0,0,0
2025-08-17 21:37:43.502823,real,0.7248141971790774,0.11493212142441375,21,37,Sunday,0,0,0
2025-08-17 21:39:43.502823,fake,0.7838702415710747,0.06268616443922291,21,39,Sunday,1,0,0
2025-08-17 21:41:43.502823,fake,0.847845726717798,0.03633863088089219,21,41,Sunday,1,1,0
2025-08-17 21:43:43.502823,fake,0.8703310954763719,0.1327399542078163,21,43,Sunday,1,1,0
2025-08-17 21:45:43.502823,real,0.7474903491059088,0.31239445277079353,21,45,Sunday,0,0,0
2025-08-17 21:47:43.502823,fake,0.9309286132873184,0.14255568704650792,21,47,Sunday,1,1,0
2025-08-17 21:49:43.502823,real,0.99,0.01946060976743683,21,49,Sunday,0,1,0
2025-08-17 21:51:43.502823,real,0.6951745044152006,0.20903658569022088,21,51,Sunday,0,0,0
2025-08-17 21:53:43.502823,real,0.7291854992504847,0.07655272376702126,21,53,Sunday,0,0,0
2025-08-17 21:55:43.502823,fake,0.8387619772258081,0.08852714927007142,21,55,Sunday,1,1,0
2025-08-17 21:57:43.502823,real,0.8046582095380435,0.0054765123380921266,21,57,Sunday,0,1,0
2025-08-17 21:59:43.502823,real,0.9610853763539666,0.03143195706285557,21,59,Sunday,0,1,0
2025-08-17 22:01:43.502823,real,0.8951561870028987,0.24441207332162063,22,1,Sunday,0,1,0
2025-08-17 22:03:43.502823,real,0.852295101476875,0.04296003429544153,22,3,Sunday,0,1,0
2025-08-17 22:05:43.502823,fake,0.750360922687583,0.012607086387253125,22,5,Sunday,1,0,0
2025-08-17 22:07:43.502823,real,0.8200647323224663,0.00269069069174432,22,7,Sunday,0,1,0
2025-08-17 22:09:43.502823,real,0.7701800630576592,0.07179919033855586,22,9,Sunday,0,0,0
2025-08-17 22:11:43.502823,real,0.8393293201248556,0.364620968738408,22,11,Sunday,0,1,0
2025-08-17 22:13:43.502823,real,0.7477002403748273,0.05526349448199732,22,13,Sunday,0,0,0
2025-08-17 22:15:43.502823,real,0.7754417934111191,0.26497513255386984,22,15,Sunday,0,0,0
2025-08-17 22:17:43.502823,real,0.775634382780213,0.14772544939772567,22,17,Sunday,0,0,0
2025-08-17 22:19:43.502823,real,0.710108489338173,0.021817232597059203,22,19,Sunday,0,0,0
2025-08-17 22:21:43.502823,real,0.9637692512725528,0.29278529149398513,22,21,Sunday,0,1,0
2025-08-17 22:23:43.502823,real,0.9272484368341455,0.3640536741179882,22,23,Sunday,0,1,0
2025-08-17 22:25:43.502823,real,0.7716880711899337,0.4168905645364673,22,25,Sunday,0,0,0
2025-08-17 22:27:43.502823,fake,0.6221379934626523,0.6040893873214392,22,27,Sunday,1,0,1
2025-08-17 22:29:43.502823,fake,0.8135737229910068,0.0924542015996714,22,29,Sunday,1,1,0
2025-08-17 22:31:43.502823,real,0.9198608959818895,0.05227286100173127,22,31,Sunday,0,1,0
2025-08-17 22:33:43.502823,real,0.8151566913545318,0.02291276716343927,22,33,Sunday,0,1,0
2025-08-17 22:35:43.502823,fake,0.7433434793349952,0.7592033159492493,22,35,Sunday,1,0,1
2025-08-17 22:37:43.502823,real,0.8850752332018256,0.06607871673432097,22,37,Sunday,0,1,0
2025-08-17 22:39:43.502823,fake,0.7809191246142065,0.01671019816264215,22,39,Sunday,1,0,0
2025-08-17 22:41:43.502823,real,0.99,0.00261138133330903,22,41,Sunday,0,1,0
2025-08-17 22:43:43.502823,real,0.8598022863299948,0.4576042305629316,22,43,Sunday,0,1,0
2025-08-17 22:45:43.502823,real,0.7870533273180336,0.3922118140810684,22,45,Sunday,0,0,0
2025-08-17 22:47:43.502823,real,0.8197131239543667,0.2926069933560359,22,47,Sunday,0,1,0
2025-08-17 22:49:43.502823,fake,0.7784363426612796,0.18308986307603886,22,49,Sunday,1,0,0
2025-08-17 22:51:43.502823,real,0.7674037663497816,0.26936977513653737,22,51,Sunday,0,0,0
2025-08-17 22:53:43.502823,fake,0.934690999361156,0.04614680169085845,22,53,Sunday,1,1,0
2025-08-17 22:55:43.502823,real,0.9569294551901931,0.008233487529830306,22,55,Sunday,0,1,0
2025-08-17 22:57:43.502823,real,0.7424826724020435,0.10838126050976128,22,57,Sunday,0,0,0
2025-08-17 22:59:43.502823,fake,0.9370435061680202,0.07244653123751021,22,59,Sunday,1,1,0
2025-08-17 23:01:43.502823,fake,0.7105690383263373,0.03790709086238155,23,1,Sunday,1,0,0
2025-08-17 23:03:43.502823,real,0.8852095419939686,0.7861508199066827,23,3,Sunday,0,1,1
2025-08-17 23:05:43.502823,fake,0.6490123011804202,0.2460589571904446,23,5,Sunday,1,0,0
2025-08-17 23:07:43.502823,real,0.6440208351733898,0.02884180661790207,23,7,Sunday,0,0,0
2025-08-17 23:09:43.502823,real,0.522560128367477,0.28245454480510074,23,9,Sunday,0,0,0
2025-08-17 23:11:43.502823,real,0.6798879927731931,0.1470279362832943,23,11,Sunday,0,0,0
2025-08-17 23:13:43.502823,real,0.9050124446777067,0.49333116706289815,23,13,Sunday,0,1,0
2025-08-17 23:15:43.502823,real,0.8939663707230545,0.225784609275795,23,15,Sunday,0,1,0
2025-08-17 23:17:43.502823,real,0.8938015593257109,0.20398750271434896,23,17,Sunday,0,1,0
2025-08-17 23:19:43.502823,real,0.8379051776061933,0.2527828363758494,23,19,Sunday,0,1,0
2025-08-17 23:21:43.502823,fake,0.9355324961332108,0.009408404127239011,23,21,Sunday,1,1,0
2025-08-17 23:23:43.502823,real,0.7114586832489571,0.6333400128852544,23,23,Sunday,0,0,1
2025-08-17 23:25:43.502823,fake,0.965891311434835,0.44455040097931536,23,25,Sunday,1,1,0
2025-08-17 23:27:43.502823,real,0.828132035607827,0.024761162842905127,23,27,Sunday,0,1,0
2025-08-17 23:29:43.502823,fake,0.7698158955781292,0.489051868467131,23,29,Sunday,1,0,0
2025-08-17 23:31:43.502823,fake,0.8831554167314776,0.018188519745124924,23,31,Sunday,1,1,0
2025-08-17 23:33:43.502823,fake,0.7923077916810727,0.451176831918359,23,33,Sunday,1,0,0
2025-08-17 23:35:43.502823,real,0.8500517642897822,0.011047605835962652,23,35,Sunday,0,1,0
2025-08-17 23:37:43.502823,real,0.99,0.11320044942147872,23,37,Sunday,0,1,0
2025-08-17 23:39:43.502823,fake,0.7966661730342292,0.01011422219217256,23,39,Sunday,1,0,0
2025-08-17 23:41:43.502823,real,0.7422367426957077,0.057512129238847354,23,41,Sunday,0,0,0
2025-08-17 23:43:43.502823,fake,0.8686286903118019,0.08054887631564474,23,43,Sunday,1,1,0
2025-08-17 23:45:43.502823,real,0.9092472328886455,0.027609004253292324,23,45,Sunday,0,1,0
2025-08-17 23:47:43.502823,fake,0.878437805369491,0.2823766329305101,23,47,Sunday,1,1,0
2025-08-17 23:49:43.502823,real,0.9215661604937233,0.08741098772420475,23,49,Sunday,0,1,0
2025-08-17 23:51:43.502823,fake,0.7884205896772063,0.5835210787168635,23,51,Sunday,1,0,1
2025-08-17 23:53:43.502823,fake,0.915362111711193,0.1360754493339414,23,53,Sunday,1,1,0
2025-08-17 23:55:43.502823,real,0.6211067100892663,0.01545261410134931,23,55,Sunday,0,0,0
2025-08-17 23:57:43.502823,fake,0.935148516933366,0.3369426404548896,23,57,Sunday,1,1,0
2025-08-17 23:59:43.502823,real,0.6849654241224248,0.059702246302845124,23,59,Sunday,0,0,0
2025-08-18 00:01:43.502823,fake,0.8813098596126794,0.3921244821466314,0,1,Monday,1,1,0
2025-08-18 00:03:43.502823,real,0.7874482194020587,0.07217963368686822,0,3,Monday,0,0,0
2025-08-18 00:05:43.502823,real,0.99,0.24863658180352544,0,5,Monday,0,1,0
2025-08-18 00:07:43.502823,real,0.8937904305464975,0.851377643312662,0,7,Monday,0,1,1
2025-08-18 00:09:43.502823,real,0.9841633280993791,0.10316477192318815,0,9,Monday,0,1,0
2025-08-18 00:11:43.502823,real,0.7088383833014312,0.14114617336245916,0,11,Monday,0,0,0
2025-08-18 00:13:43.502823,real,0.7693870231748247,0.33274570063412245,0,13,Monday,0,0,0
2025-08-18 00:15:43.502823,real,0.99,0.05969808746084087,0,15,Monday,0,1,0
2025-08-18 00:17:43.502823,real,0.7610278027747788,0.223106320181799,0,17,Monday,0,0,0
2025-08-18 00:19:43.502823,real,0.8558082304610818,0.3640558790408077,0,19,Monday,0,1,0
2025-08-18 00:21:43.502823,real,0.99,0.7641193529986667,0,21,Monday,0,1,1
2025-08-18 00:23:43.502823,real,0.781965813419289,0.017268854968639932,0,23,Monday,0,0,0
2025-08-18 00:25:43.502823,real,0.6974184003344006,0.1423529232963324,0,25,Monday,0,0,0
2025-08-18 00:27:43.502823,fake,0.8148507524244925,0.01608595964742136,0,27,Monday,1,1,0
2025-08-18 00:29:43.502823,real,0.9101876302465213,0.060927923976135646,0,29,Monday,0,1,0
2025-08-18 00:31:43.502823,real,0.99,0.003350058036865493,0,31,Monday,0,1,0
2025-08-18 00:33:43.502823,real,0.9706219083057384,0.3744756684482447,0,33,Monday,0,1,0
2025-08-18 00:35:43.502823,fake,0.8433500785853105,0.2155108684679508,0,35,Monday,1,1,0
2025-08-18 00:37:43.502823,fake,0.8602349211896416,0.10010996973933099,0,37,Monday,1,1,0
2025-08-18 00:39:43.502823,fake,0.99,0.04252566671538824,0,39,Monday,1,1,0
2025-08-18 00:41:43.502823,fake,0.900515829884967,0.42444742581549766,0,41,Monday,1,1,0
2025-08-18 00:43:43.502823,fake,0.7653866253690418,0.3339638368018506,0,43,Monday,1,0,0
2025-08-18 00:45:43.502823,fake,0.7513611611667936,0.6465915336250532,0,45,Monday,1,0,1
2025-08-18 00:47:43.502823,fake,0.9346061875879033,0.13267606097778295,0,47,Monday,1,1,0
2025-08-18 00:49:43.502823,real,0.99,0.06841706324217506,0,49,Monday,0,1,0
2025-08-18 00:51:43.502823,real,0.8564623237037385,0.3477736485556644,0,51,Monday,0,1,0
2025-08-18 00:53:43.502823,fake,0.987967222348874,0.6605511686187825,0,53,Monday,1,1,1
2025-08-18 00:55:43.502823,real,0.8916587977275587,0.5449604192410029,0,55,Monday,0,1,1
2025-08-18 00:57:43.502823,fake,0.8767186358180069,0.050427128087663614,0,57,Monday,1,1,0
2025-08-18 00:59:43.502823,real,0.7699605414348135,0.1930284789090516,0,59,Monday,0,0,0
2025-08-18 01:01:43.502823,fake,0.7344241982610317,1.1543872625776757,1,1,Monday,1,0,1
2025-08-18 01:03:43.502823,real,0.8169290830059222,0.09790379310968884,1,3,Monday,0,1,0
2025-08-18 01:05:43.502823,real,0.6918846315580996,0.04587744367272816,1,5,Monday,0,0,0
2025-08-18 01:07:43.502823,real,0.8391792082221916,0.3705486816295609,1,7,Monday,0,1,0
2025-08-18 01:09:43.502823,real,0.71520193249399,0.1292186244374865,1,9,Monday,0,0,0
2025-08-18 01:11:43.502823,real,0.8152884518843763,0.1123695057279385,1,11,Monday,0,1,0
2025-08-18 01:13:43.502823,real,0.83863515254977,0.4636326027144608,1,13,Monday,0,1,0
2025-08-18 01:15:43.502823,real,0.6138726508587863,0.6785093468099567,1,15,Monday,0,0,1
2025-08-18 01:17:43.502823,real,0.9296232264156632,0.6175779788103094,1,17,Monday,0,1,1
2025-08-18 01:19:43.502823,real,0.9648915875653548,0.07687948621807064,1,19,Monday,0,1,0
2025-08-18 01:21:43.502823,fake,0.68720371313854,0.4542661574650295,1,21,Monday,1,0,0
2025-08-18 01:23:43.502823,real,0.9069476411577015,0.043461723256381486,1,23,Monday,0,1,0
2025-08-18 01:25:43.502823,fake,0.9381922110978594,0.18181974775829346,1,25,Monday,1,1,0
2025-08-18 01:27:43.502823,real,0.6879095404648595,0.02878512124332869,1,27,Monday,0,0,0
2025-08-18 01:29:43.502823,fake,0.7694295991040979,0.06824590920188298,1,29,Monday,1,0,0
2025-08-18 01:31:43.502823,real,0.9446717311286322,0.3406467555775764,1,31,Monday,0,1,0
2025-08-18 01:33:43.502823,real,0.7409490572257036,0.1910614011014746,1,33,Monday,0,0,0
2025-08-18 01:35:43.502823,real,0.99,0.019309608078862266,1,35,Monday,0,1,0
2025-08-18 01:37:43.502823,real,0.99,0.34205021932516955,1,37,Monday,0,1,0
2025-08-18 01:39:43.502823,fake,0.9599761798990443,0.32609898535136855,1,39,Monday,1,1,0
2025-08-18 01:41:43.502823,fake,0.810276256277421,0.03904475645155741,1,41,Monday,1,1,0
2025-08-18 01:43:43.502823,real,0.850885729456508,0.14389038126318124,1,43,Monday,0,1,0
2025-08-18 01:45:43.502823,real,0.8163997263803975,0.4541212340495448,1,45,Monday,0,1,0
2025-08-18 01:47:43.502823,fake,0.624595367895975,0.040107343409020196,1,47,Monday,1,0,0
2025-08-18 01:49:43.502823,real,0.666062547722587,0.5195954411840702,1,49,Monday,0,0,1
2025-08-18 01:51:43.502823,fake,0.9456909881975664,0.31749430828373215,1,51,Monday,1,1,0
2025-08-18 01:53:43.502823,fake,0.8742779352246699,0.1276595523742848,1,53,Monday,1,1,0
2025-08-18 01:55:43.502823,real,0.9719783225803956,0.16901956126546128,1,55,Monday,0,1,0
2025-08-18 01:57:43.502823,real,0.9319378776468977,0.047773271105322854,1,57,Monday,0,1,0
